year,id,population,total_revenue,total_rev_own_sources,general_revenue,gen_rev_own_sources,total_taxes,property_tax,tot_sales___gr_rec_tax,total_gen_sales_tax,total_select_sales_tax,alcoholic_beverage_tax,amusement_tax,insurance_premium_tax,motor_fuels_tax,pari_mutuels_tax,public_utility_tax,tobacco_tax,other_select_sales_tax,total_license_taxes,alcoholic_beverage_lic,amusement_license,corporation_license,hunting___fishing_license,motor_vehicle_license,motor_veh_oper_license,motor_vehicle_license_total,public_utility_license,occup_and_bus_lic_nec,other_license_taxes,total_income_taxes,individual_income_tax,corp_net_income_tax,death_and_gift_tax,docum_and_stock_tr_tax,severance_tax,total_ig_revenue,total_fed_ig_revenue,fed_igr_air_transport,fed_igr_education,fed_igr_emp_sec_adm,fed_igr_health___hos,fed_igr_highways,fed_igr_hous_com_dev,fed_igr_natural_res,fed_igr_public_welf,fed_igr_other,tot_local_ig_rev,local_igr_other_education,local_igr_health___hos,local_igr_highways,local_igr_public_welf,local_igr_other,tot_chgs_and_misc_rev,total_general_charges,chg_total_education,chg_total_high_ed,chg_hospitals,chg_regular_highways,chg_toll_highways,chg_housing___comm_dev,chg_total_nat_res,chg_parks___recreation,chg_all_other_nec,misc_general_revenue,prop_sale_other,interest_revenue,fines_and_forfeits,rents_and_royalties,net_lottery_revenue,misc_general_rev_nec,total_insur_trust_rev,total_insur_trust_ctrb,tot_ins_trust_inv_rev,total_emp_ret_rev,emp_ret_total_ctrib,emp_ret_loc_emp_ctrib,emp_ret_from_other_gov,emp_ret_sta_to_sta_ctr,emp_ret_int_rev,total_unemp_rev,unemp_payroll_tax,unemp_int_revenue,unemp_federal_advances,total_expenditure,total_ig_expenditure,direct_expenditure,total_current_expend,total_current_oper,total_capital_outlays,total_construction,total_other_capital_outlays,tot_assist___subsidies,total_interest_on_debt,total_insur_trust_ben,total_salaries___wages,general_expenditure,ig_exp_to_local_govts,ig_exp_to_federal_govt,direct_general_expend,general_current_expend,general_current_oper,general_capital_outlay,general_construction,general_capital_outlay_other,general_assist___sub,general_debt_interest,air_trans_total_expend,air_trans_direct_expend,air_trans_cap_outlay,air_trans_ig_local_govts,correct_total_exp,correct_direct_exp,correct_cap_outlay,correct_current_exp,correct_construct,correct_ig_loc_govts,total_educ_total_exp,total_educ_direct_exp,total_educ_assist___sub,total_educ_cap_outlay,total_educ_current_exp,total_educ_construct,elem_educ_total_exp,elem_educ_ig_local_govts,higher_ed_total_exp,higher_ed_direct_exp,higher_ed_cap_outlay,higher_ed_current_exp,higher_ed_construct,educ_nec_total_expend,educ_nec_direct_expend,educ_nec_assistance,educ_nec_cap_outlay,educ_nec_construction,educ_nec_ig_local_govts,emp_sec_adm_direct_exp,emp_sec_adm_cap_outlay,fin_admin_total_exp,fin_admin_direct_exp,fin_admin_cap_outlay,fin_admin_current_exp,fin_admin_construction,judicial_total_expend,judicial_direct_expend,judicial_cap_outlay,judicial_current_exp,judicial_construction,judicial_ig_local_govts,cen_staff_total_expend,cen_staff_direct_exp,cen_staff_cap_outlay,cen_staff_current_exp,cen_staff_construction,gen_pub_bldg_total_exp,gen_pub_bldg_cap_out,gen_pub_bldg_current_exp,gen_pub_bldg_construct,health_total_expend,health_direct_expend,health_capital_outlay,health_current_exp,health_construction,health_ig_local_govts,total_hospital_total_exp,total_hospital_dir_exp,total_hospital_cap_out,total_hospital_current_exp,total_hospital_construct,own_hospital_total_exp,own_hospital_cap_out,own_hospital_construct,total_highways_tot_exp,total_highways_dir_exp,total_highways_cap_out,total_highways_current_exp,total_highways_construct,regular_hwy_total_exp,regular_hwy_direct_exp,regular_hwy_cap_outlay,regular_hwy_current_exp,regular_hwy_construct,regular_hwy_ig_loc_govts,toll_hwy_total_expend,hous___com_total_exp,hous___com_direct_exp,hous___com_cap_outlay,hous___com_current_exp,hous___com_ig_loc_govts,libraries_total_expend,libraries_direct_exp,libraries_cap_outlay,libraries_ig_local_govts,natural_res_total_exp,natural_res_direct_exp,natural_res_cap_outlay,natural_res_current_exp,natural_res_construct,natural_res_ig_loc_govts,parks___rec_total_exp,parks___rec_direct_exp,parks___rec_cap_outlay,parks___rec_current_exp,parks___rec_construct,parks___rec_ig_loc_govts,police_prot_total_exp,police_prot_direct_exp,police_prot_cap_outlay,police_prot_current_exp,police_prot_construct,police_prot_ig_loc_govts,prot_insp_total_exp,prot_insp_direct_exp,prot_insp_cap_outlay,prot_insp_current_exp,public_welf_total_exp,public_welf_direct_exp,public_welf_cash_asst,public_welf_cap_outlay,public_welf_current_exp,public_welf_construct,welf_categ_total_exp,welf_categ_cash_assist,welf_cash_total_exp,welf_cash_cash_assist,welf_vend_pmts_medical,welf_vend_pmts_nec,welf_ins_total_exp,welf_ins_cap_outlay,welf_ins_construction,welf_nec_total_expend,welf_nec_direct_expend,welf_nec_cap_outlay,welf_nec_current_exp,welf_nec_construction,welf_nec_ig_local_govts,sewerage_total_expend,sw_mgmt_total_expend,sw_mgmt_direct_expend,interest_on_gen_debt,general_nec_total_exp,general_nec_direct_exp,general_nec_cap_outlay,general_nec_current_exp,general_nec_construct,general_nec_ig_loc_govts,total_util_total_exp,emp_ret_total_expend,emp_ret_benefit_paymts,emp_ret_withdrawals,unemp_comp_total_exp,unemp_comp_ben_paymts,unemp_ext___spec_pmts,total_debt_outstanding,total_long_term_debt_out,st_debt_end_of_year,total_beg_ltd_out,beg_ltd_out_all_other,beg_ltd_out_general,beg_ltd_out_other_nec,total_ltd_issued,ltd_iss_private_purp,ltd_iss_all_other,ltd_iss_general,ltd_iss_gen_other_educ,ltd_iss_gen_other_nec,total_ltd_iss_ng,ltd_iss_ng_general,ltd_iss_ng_other_educ,ltd_iss_ng_private_purp,ltd_iss_ng_other_nec,total_ltd_retired,ltd_ret_private_purp,ltd_ret_all_other,ltd_ret_general,ltd_ret_gen_other_educ,ltd_ret_gen_other_nec,total_ltd_ret_ffc,ltd_ret_ffc_general,ltd_ret_ffc_other_nec,total_ltd_ret_ng,ltd_ret_ng_general,ltd_ret_ng_other_educ,ltd_ret_ng_private_purp,ltd_ret_ng_other_nec,total_ltd_out,ltd_out_private_purp,ltd_out_all_other,ltd_out_general,ltd_out_gen_other_educ,ltd_out_gen_other_nec,total_ltd_out_ffc,ltd_out_ffc_general,ltd_out_ffc_other_nec,tot_ltd_out_ng,ltd_out_ng_general,ltd_out_ng_other_educ,ltd_out_ng_private_purp,ltd_out_ng_other_nec,total_cash___securities,insur_trust_cash___sec,emp_retire_cash___sec,emp_retire_cash___dep,emp_retire_total_sec,emp_retire_sec_tot_fed,emp_retire_sec_tot_nong,emp_retire_sec_corp_bds,emp_retire_sec_corp_stk,emp_retire_sec_misc_inv,emp_retire_sec_oth_nong,unemp_comp_cash___sec,unemp_comp_bal_in_us_trs,unemp_comp_other_balance,nonin_trust_cash___sec,sinking_fd_cash___sec,bond_fd_cash___sec,oth_nonin_fd_cash___sec,chg_highways,prop_sale_total,air_trans_current_exp,educ_nec_current_exp,emp_sec_adm_current_exp,own_hospital_current_exp,toll_hwy_current_exp,libraries_current_exp,welf_ins_current_exp,sw_mgmt_current_exp,total_util_current_exp
1996,160000000,2848473,9244859,7105746,8133204,5994091,4440540,0,2147520,1456221,691299,12550,103472,104287,367154,4432,0,99404,0,414215,8545,3264,27146,16995,271076,15125,286201,7835,62467,1762,1790981,1588052,202929,79885,7939,0,2139113,2057097,0,431676,28184,198070,269595,34884,34096,947544,104713,82016,1661,31031,4384,43204,1736,1553551,979409,553998,553708,367421,3677,0,778,10808,2093,37248,574142,3312,210685,39074,2858,67178,251035,1024317,519745,504572,761708,330854,149617,181237,57608,430854,261620,187583,73700,337,8853150,2672320,6180830,8116634,4436969,736516,584861,151655,272401,125001,609943,1632767,8182909,2636260,36060,5510589,7446404,4376682,736505,584861,151644,272401,125001,0,0,0,0,184142,141371,2035,139336,198,42771,3262640,1416914,134175,84770,1332144,27031,1705353,1705353,1326851,1186478,83907,1102571,27031,230436,230436,134175,863,0,0,52445,423,130178,130178,818,129360,0,138999,136087,1370,134717,432,2912,30705,30705,274,30431,14,2945,0,2945,0,178610,99104,2149,96955,106,79506,518934,518934,44968,473966,28143,518934,44968,28143,1046032,709359,543883,165476,499253,1046032,709359,543883,165476,499253,336673,0,28273,2814,90,2724,25459,5372,3660,0,1712,203593,191774,20694,171080,12703,11819,17237,13931,682,13249,435,3306,60942,60942,3220,57722,2147,0,32765,32765,3140,29625,1710357,1662714,138226,1711,1522777,523,172089,136471,1755,1755,1108420,23,37816,814,523,390254,378229,897,377332,0,12025,140,3815,3815,125001,432185,157532,26178,131354,13876,274211,0,373004,348885,24119,236391,236031,360,2064507,2044997,19510,2093912,2093912,2093912,2093912,208463,130935,77528,208463,42033,166430,208463,208463,42033,130935,35495,257378,192155,65223,257378,50066,207312,0,0,0,257378,257378,50066,192155,15157,2044997,1174256,870741,2044997,541459,1503538,0,0,0,2044997,2044997,541459,1174256,329282,12990230,9997921,9314441,659758,8654683,143477,8511206,1333139,1776079,957227,4444761,683136,683182,-46,2992309,1266018,194949,1531342,3677,3312,0,229573,52022,473966,0,3660,37002,3715,0
1996,170000000,2598266,7864247,6170193,6891680,5197626,3978761,40362,1930900,1401023,529877,61004,1053,97403,295872,5232,865,55284,13164,203098,2021,164,19603,11384,125309,9530,134839,3946,29041,2100,1632126,1377253,254873,98704,0,73571,1694054,1657544,0,338378,26710,109078,230666,37530,17774,653904,243504,36510,4073,0,32437,0,0,1218865,728739,387664,386838,211546,2117,52153,0,17952,2326,54981,490126,472,273643,15802,5222,71418,112070,972567,289704,682863,817137,207485,168863,38622,104782,609652,122319,49108,73211,0,7275754,2262900,5012854,6437164,3313333,838590,692466,146124,193092,71896,595943,1396107,6679811,2262870,30,4416911,5841221,3313333,838590,692466,146124,193092,71896,0,0,0,0,195443,177513,7167,170346,4500,17930,2960968,1092504,72416,111144,981360,61961,1815441,1815441,987764,934741,107033,827708,59336,157763,157763,72416,4111,2625,0,19173,464,104865,104865,1493,103372,0,101702,98168,1481,96687,0,3534,28842,28613,1548,27065,20,4248,1755,2493,1749,242856,177350,2369,174981,67,65506,321986,321986,15265,306721,2364,321986,15265,2364,995807,864114,649205,214909,603107,973496,841803,649205,192598,603107,131693,22311,32528,1776,578,1198,30752,6004,1925,32,4079,159063,154842,19739,135103,10118,4221,5367,5367,159,5208,0,0,40085,40085,6035,34050,60,0,37695,37334,1032,36302,1101686,1093271,120676,8460,964135,592,120676,120676,0,0,731136,0,4419,398,338,245455,237040,8062,228978,254,8415,0,0,0,71896,249597,121881,10664,111217,7404,127686,0,369388,342690,26698,188877,188256,621,1161470,1148738,12732,1142792,1142792,1142792,1142792,40724,0,40724,40724,24774,15950,40724,40724,24774,0,15950,37134,0,37134,37134,11687,25447,0,0,0,37134,37134,11687,0,25447,1148738,0,1148738,1148738,99708,1049030,0,0,0,1148738,1148738,99708,0,1049030,7556640,5354712,4662182,16981,4645201,411401,4233800,757427,1582976,34982,1858415,665366,665027,339,2201928,18425,59657,2123846,54270,472,0,153652,18709,306721,22311,1893,4021,0,0
1996,180000000,3881051,13788272,10636217,11570606,8418551,6489256,411635,3065661,1784031,1281630,60592,258,266986,401327,21288,0,18844,512335,381299,2277,410,91200,17238,167911,9269,177180,4691,85573,2730,2359305,2074572,284733,81441,3790,186125,3152055,3141272,0,621463,26643,148131,261610,32097,53241,1873961,114369,10783,7647,0,108,0,3028,1929295,1085430,677735,662017,237550,7397,11912,1820,28617,42269,77976,843865,2051,490733,41428,1244,187535,120874,2217666,935153,1282513,1709343,475772,344536,131236,431951,1233571,361620,312678,48942,0,11842386,2825097,9017289,10811022,6046604,1031364,811809,219555,332111,375654,1231556,2308673,10603330,2825097,0,7778233,9577022,6044160,1026308,806753,219555,332111,375654,1533,271,0,1262,225651,210468,12730,197738,9304,15183,4263239,1887293,119640,172187,1715106,82017,2375752,2375752,1413122,1413122,156719,1256403,78940,474365,474171,119640,15468,3077,194,23148,218,216315,193264,7681,185583,335,175379,159745,3378,156367,0,15634,36925,36925,1289,35636,269,517,11,506,0,272247,149784,2337,147447,604,122463,365802,357032,24757,332275,11544,335439,24757,11544,1059328,959376,700537,258839,649161,964699,864747,611610,253137,560234,99952,94629,41001,12827,715,12112,28174,15339,9103,312,6236,254950,252858,22742,230116,11672,2092,91335,88716,20916,67800,17649,2619,115441,103039,8040,94999,211,12402,87726,64646,1651,62995,2769938,2752030,212471,5074,2534485,310,212471,212471,0,0,2039563,25609,12940,479,0,479355,461447,4595,456852,310,17908,0,10474,10474,375654,201388,131063,40947,90116,23585,70325,7500,762051,737137,24914,315140,314785,355,7030482,7030482,0,7097496,7097496,7097496,7097496,647451,143200,504251,647451,37789,410225,647451,647451,37789,143200,267025,714465,92213,622252,714465,26477,578481,0,0,0,714465,714465,26477,92213,486268,7030482,2057820,4972662,7030482,886397,4877710,0,0,0,7030482,7030482,886397,2057820,2819890,19461762,12327518,11849156,1317619,10531537,2049077,8482460,2337748,5715781,0,0,478362,477614,748,7134244,2552034,1215368,3366842,19309,2051,271,458703,22930,310682,5702,8791,12461,9688,2444
1996,190000000,4338763,14296187,10185597,11832770,7722180,4906283,20304,2558812,1621872,936940,52956,1501,238144,502015,4199,19635,87936,30554,418327,2060,0,237170,16673,96808,9326,106134,5773,49145,1372,1487805,1160262,327543,58307,0,362728,4110590,4084300,0,704436,63387,184760,42537,43726,37343,2801347,206764,26290,4000,4760,6,0,17524,2815897,1620948,861774,847894,363378,329,34838,1858,24645,52479,233047,1194949,1437,556889,46,343537,121262,171778,2463417,791425,1671992,2044222,477858,399348,78510,683125,1566364,381167,275427,105628,112,14029815,3025800,11004015,13144143,7667765,885672,697476,188196,266860,744609,1439109,2929488,12590706,3025800,0,9564906,11705034,7667765,885672,697476,188196,266860,744609,279,279,279,0,384368,311329,6939,304390,1895,73039,4347932,1913816,98064,113993,1799823,39848,2462239,2427076,1562049,1562049,109776,1452273,39437,323644,316604,98064,4217,411,7040,62508,0,118388,118381,2708,115673,0,104990,104990,2038,102952,0,0,95126,95126,3431,91695,0,14158,2669,11489,2669,387843,384992,5981,379011,378,2851,1106628,1106314,20441,1085873,7618,1106314,20441,7618,858290,813462,514176,299286,489852,830115,785287,504169,281118,480122,44828,28175,49315,2568,0,2568,46747,3286,3286,75,0,318513,317921,69142,248779,51723,592,131776,119858,33426,86432,32444,11918,166195,133436,15001,118435,99,32759,28853,28840,1493,27347,2976403,2898411,168796,3621,2725994,19,168796,168796,0,0,2239575,0,0,0,0,568032,490040,3621,486419,19,77992,0,23498,23498,744609,562804,262180,18177,244003,254,300624,0,1216824,1128901,87923,196595,196452,143,7452387,7433803,18584,8460219,8460219,8460219,8460219,794373,254921,539452,794373,3690,790683,319850,319850,3690,254921,61239,1863511,899921,963590,1863511,12167,1851344,824796,824796,819620,1038715,1038715,6991,899921,131803,7433803,3135250,4298553,7433803,94889,7338914,2713146,2713146,2694004,4720657,4720657,75747,3135250,1509660,23556371,16012854,14835677,1112089,13723588,2854290,10869298,2652859,5310377,284133,2621669,1072252,1072483,-231,7543517,4372057,150755,3020705,35167,1437,0,312387,62508,1085873,18168,3211,0,23288,0
1996,200000000,1241436,4266881,3021576,3835918,2590613,1896564,43467,935796,657955,277841,34211,0,38736,156448,2934,523,44989,0,114473,2871,583,2610,11092,56287,9234,65521,0,31135,661,780553,709491,71062,12380,9895,0,1245305,1242324,116,138937,23426,30126,148294,30706,17557,793221,59941,2981,124,0,1792,0,1065,694049,286981,177927,177505,2161,819,42871,2156,9455,2760,48642,407068,141,174540,24476,8969,65051,133891,360636,268241,92395,183970,103117,103117,0,253647,80853,176666,164860,11542,264,4239839,743190,3496649,4009783,2465464,230056,185008,45048,173191,170223,457715,602134,3735430,736011,7179,2992240,3505374,2418770,230056,185008,45048,173191,170223,1488,590,108,898,64002,64002,4358,59644,4041,0,1079932,493236,26155,33625,459611,10847,594942,586696,391828,391828,33211,358617,10758,93162,93162,26155,243,0,0,25405,303,60047,60047,1071,58976,0,38044,37647,508,37139,52,397,21865,21865,592,21273,45,19831,2140,17691,2008,175768,174229,569,173660,0,1539,58821,58821,242,58579,54,58821,242,54,361902,341997,170604,171393,162585,309526,289621,141864,147757,134382,19905,52376,28445,10949,0,10949,17496,3022,3022,0,0,106483,104588,5586,99002,1489,1895,8445,8445,282,8163,68,0,34058,33596,4064,29532,0,462,27490,27490,594,26896,1255500,1242819,147036,747,1095036,5,152409,145013,7303,2023,845273,58729,784,0,0,191002,190997,747,190250,5,5,10597,20586,8071,170223,162769,83621,4071,79550,3079,79035,0,300679,285529,15150,157036,156779,257,3159694,3159694,0,3041348,3041348,3041348,3041348,436889,286965,149924,436889,11099,425790,360189,360189,11099,286965,62125,318543,165953,152590,318543,5005,313538,77070,77070,75735,241473,241473,3670,165953,71850,3159694,1675836,1483858,3159694,49263,3110431,515690,515690,508745,2644004,2644004,42318,1675836,925850,6372185,3488689,3388650,114887,3273763,94548,3179215,30387,1041060,19260,1785015,100039,100211,-172,2883496,2551014,67203,265279,43690,141,482,92919,25102,58579,23636,3022,784,8071,0
1996,210000000,5057142,16041152,12801501,14011079,10771428,8166692,226767,3554952,2000298,1554654,23327,5239,165786,606406,3026,136679,132288,481903,357725,503,13,14775,10929,196519,17104,213623,0,114891,2991,3815449,3484896,330553,109320,66047,0,3239651,3125631,10123,568258,9848,243375,358285,51317,31514,1566293,187382,114020,21712,29225,23351,1480,38109,2604736,1318429,759341,753647,109196,10503,145239,15547,10351,14041,137353,1286307,5040,491188,99268,449,443300,247062,1941412,1023321,918091,913320,140540,87862,52678,668937,772780,626556,562989,62807,760,15554009,3238258,12315751,14327900,8141357,1226109,1006564,219545,548520,594267,1805498,2637029,13355420,3238258,0,10117162,12268220,7887175,1087200,890433,196767,548520,594267,105189,105139,54361,50,743494,736312,51205,685107,44555,7182,4050459,1920449,161402,164200,1756249,91338,2018024,2018024,1704565,1592579,153271,1439308,81963,327870,327870,161402,10929,9375,0,35945,5,334751,334751,3705,331046,29,239084,238908,9931,228977,1198,176,47130,47044,553,46491,7,37760,3583,34177,3386,760690,486590,15514,471076,11087,274100,311714,311714,3278,308436,1054,311714,3278,1054,1220202,840411,437146,403265,394125,1113136,733345,367946,365399,331256,379791,107066,103285,88147,27229,60918,15138,27802,3154,82,24648,302850,282616,81926,200690,61098,20234,68423,56058,6279,49779,5593,12365,274073,206432,45659,160773,40047,67641,74272,74272,1419,72853,2923187,2923187,387118,4088,2531981,0,387118,387118,0,0,2042370,17290,5299,38,0,471110,471110,4050,467060,0,0,74148,15781,15779,594267,764992,647478,141402,506076,132504,117514,393091,948592,897721,50871,489312,488765,547,9690915,9690915,0,9438060,9438060,9438060,9438060,904887,304077,600810,904887,57014,770742,434887,434887,16359,304077,114451,652032,248027,404005,652032,35781,560781,229134,229134,166614,422898,422898,28731,248027,146140,9690915,4534561,5156354,9690915,675285,8506787,2864730,2864730,2215146,6826185,6826185,534544,4534561,1757080,30394435,22249884,20547679,695015,19852664,3281335,16571329,3886062,6822966,520876,5341425,651476,656742,-5266,8144551,5058175,255781,2830595,155742,5040,50778,316941,35940,308436,37866,3072,5261,14892,254182
1996,220000000,6085393,25196723,19369266,22845324,17017867,12455370,102,3887937,2610094,1277843,60266,7586,294139,598773,11377,0,232845,72857,397522,1172,558,18872,5001,219512,55635,275147,0,59298,37474,7934731,6706870,1227861,188021,47057,0,5827457,5353617,36853,548577,103587,612815,884014,216427,32283,2460123,321490,473840,9618,4121,220,6116,31323,4562497,1814223,733672,733343,422165,2780,172146,28173,13174,14953,106317,2748274,0,1166868,60384,4010,710641,806371,2282573,1975731,306842,687117,438209,437845,364,842009,248908,1565415,1507803,57526,86,24949729,5159973,19789756,22328353,12489648,2621376,2365194,256182,883702,1723374,2071656,3174327,22789668,4972771,187202,17629695,20187957,12435960,2601711,2346477,255234,883702,1708322,230989,229567,107587,1422,729089,483176,29736,453440,19292,245913,4492012,1981660,164781,70242,1911418,27075,2510352,2510352,1503466,1503466,67727,1435739,27075,478194,478194,164781,2515,0,0,63848,2514,329758,329757,21336,308421,155,502842,467868,49562,418306,38163,34974,68100,68100,1836,66264,45,45286,26488,18798,25937,1285098,1283063,15205,1267858,5316,2035,896689,896689,16098,880591,9153,896689,16098,9153,1803223,1649346,1406889,242457,1369275,1635746,1481869,1324463,157406,1287100,153877,167477,420625,313299,505,312794,107326,36157,6267,196,29890,227954,185138,75973,109165,53059,42816,97240,77835,22424,55411,20484,19405,287109,251321,30366,220955,1742,35788,59867,59814,1597,58217,5998677,5701557,718906,15579,4967072,799,901552,604632,114274,114274,3867215,25878,33442,1048,799,1056316,1056116,14531,1041585,0,200,769719,33570,32269,1708322,1978526,931541,30627,900899,8150,1046985,88405,1001946,865471,136475,1045842,1043898,1944,29294682,28452415,842267,27406958,27406958,27406958,27406958,2745422,1071526,1673896,2695601,28765,2666836,1131326,1131326,0,1071526,59800,1699965,924352,775613,1690396,12205,1678191,737836,728267,716062,962129,962129,0,924352,37777,28452415,14068836,14383579,28195117,285391,27909726,13177261,12919963,12634572,15275154,15275154,0,14068836,1206318,33202995,15985846,15236769,933743,14303026,1084509,13218517,2890346,2309635,1688956,6322004,736428,751179,-14751,17217149,14516394,303553,2397202,174926,0,121980,475679,61334,880591,85051,6071,32394,15632,53688
1996,230000000,9739184,37617587,29857628,31699469,23939510,18699069,1640411,8324240,6586563,1737677,119275,0,209588,783358,8682,0,590900,25874,982069,10125,710,9922,41429,624169,40570,664739,17121,212293,25730,7628530,5438788,2189742,87043,0,36776,7759959,7313069,58594,1414433,185620,972619,607817,86229,53599,3582270,334020,446890,24219,218285,64307,68483,71596,5240441,3200414,1992942,1992489,907644,1551,19909,10161,43620,23601,199014,2040027,11750,840494,11215,23247,593192,554553,5443159,3144825,2298334,3633395,1492354,332982,1159372,562224,2141041,1778837,1623179,155266,392,35079667,13299101,21780566,33497180,15249252,1582487,1216170,366317,1186972,696230,3065625,5120151,31643604,13231018,68083,18344503,30061162,14878859,1582442,1216170,366272,1186972,696230,92683,6312,503,86371,1240703,1211539,68962,1142577,60099,29164,13811857,4890235,383906,597279,4292956,456587,8657042,8657042,4359266,4094686,596325,3498361,456587,795549,795549,383906,954,0,0,192005,7693,268565,268565,2377,266188,0,258000,201185,6830,194355,0,56815,157765,157765,5759,152006,0,47583,4026,43557,3583,1957679,588030,4703,583327,0,1369649,1448596,1448596,178836,1269760,118466,1448596,178836,118466,1935622,884703,619261,265442,543601,1919980,869061,614592,254469,539120,1050919,15642,82506,30912,0,30912,51594,31109,7944,895,23165,401096,378976,12103,366873,1145,22120,59467,51160,3891,47269,2641,8307,229261,215887,5502,210385,3,13374,97650,92557,1390,91167,6440111,6330157,803066,24065,5503026,243,838712,770629,32437,32437,3848483,64324,42180,557,0,1613975,1572104,23508,1548596,243,41871,0,165398,165398,696230,1883092,476810,35617,441193,27578,1406282,0,1863056,1843441,19615,1167682,1166988,694,13667509,13657460,10049,12530413,12530413,12530413,12530413,2310338,1563614,746724,2310338,157645,2152693,2093738,2093738,157645,1563614,372479,1183291,374976,808315,1183291,94150,1089141,252000,252000,252000,931291,931291,94150,374976,462165,13657460,8023913,5633547,13657460,1870109,11787351,1806000,1806000,1806000,11851460,11851460,1870109,8023913,1957438,46643106,30306964,28564901,2977641,25587260,3922089,21665171,5011488,10561957,3701722,1607829,1717434,1731000,-13566,16336142,9375484,186550,6774108,21460,11750,5809,794595,184312,1269760,10973,7049,41623,163592,0
1996,240000000,4647723,20525269,16905445,16192328,12572504,10242646,8288,4492395,2900125,1592270,55488,66168,164480,519713,1524,53,180419,604425,769236,828,350,3246,36611,484007,26191,510198,0,204659,13344,4838647,4135548,703099,42898,87984,3198,3619824,3461309,36694,597186,118520,164440,244041,27196,42520,2073823,156889,158515,2293,13083,16653,119622,6864,2329858,1324762,786242,783320,395539,4143,0,1269,34064,14139,88671,1005096,1916,461905,40737,10299,124784,365455,4332941,1400823,2932118,3598657,723815,383435,340380,119907,2874842,622246,568725,53093,428,17325287,6068273,11257014,16426257,7823406,899030,648950,250080,670688,287636,1576254,2873964,15749033,6068273,0,9680760,14850003,7823406,899030,648950,250080,670688,287636,49362,2118,1073,47244,302255,255154,9508,245646,6445,47101,5783448,2219515,206555,178808,2040707,99243,3533807,3533807,1881108,1881108,173980,1707128,96584,368533,338407,206555,4828,2659,30126,120495,1975,230657,230657,3331,227326,1,146789,141293,1940,139353,13,5496,83481,83481,1555,81926,0,67788,57806,9982,55702,511199,334353,5644,328709,2814,176846,605893,605893,7483,598410,38,605893,7483,38,1213571,717276,526662,190614,463724,1213571,717276,526662,190614,463724,496295,0,34373,14437,8,14429,19936,0,0,0,0,329339,300790,25822,274968,5581,28549,88359,79246,11736,67510,8024,9113,88538,85759,6535,79224,101,2779,118161,114606,2670,111936,4129255,3674086,464133,7551,3202402,371,669823,464133,0,0,2944525,169,35598,632,29,479140,229661,6919,222742,342,249479,1717,39247,22185,287636,1475433,322281,47472,274809,4940,1153152,0,977360,945128,32232,509064,506090,2974,4858281,4858281,0,4494029,4494029,4494029,4494029,1224230,736230,488000,1224230,47360,1159480,783590,783590,47360,736230,0,859978,666305,193673,859978,19248,833750,175230,175230,167445,684748,684748,18443,666305,0,4858281,2046800,2811481,4858281,694426,4040245,2118665,2118665,1993445,2739616,2739616,692816,2046800,0,30369028,22706469,22194438,199386,21995052,435482,21559570,348503,683593,4372002,16155472,439458,400266,39192,7662559,2608721,307623,4746215,4143,1916,1045,333579,118520,598410,0,0,34966,20734,0
1996,250000000,2709925,8864863,6168600,7461122,4764859,3860523,23733,2602402,1831963,770439,38528,216156,104662,354682,0,0,56411,0,247462,3144,1108,68339,11496,108891,16991,125882,0,37442,51,943899,742157,201742,14805,0,28222,2696263,2607778,0,463127,46631,114931,227052,43060,43167,1533763,123809,88485,5735,496,1008,74820,6426,904336,674998,344088,339652,199114,4253,0,0,15789,5846,91666,229338,287,145731,14770,10252,0,58298,1269404,584933,684471,1066796,439422,249168,190254,140703,627374,202608,145198,57097,313,8216867,2506429,5710438,7360444,3930553,856423,683267,173156,115827,135813,671822,1199456,7436968,2506429,0,4930539,6580545,3822476,856423,683267,173156,115827,135813,0,0,0,0,230472,207195,52979,154216,50116,23277,2724296,1020445,72463,95386,925059,45576,1555095,1555095,973972,826011,86608,739403,42918,195229,194434,72463,8778,2658,795,46166,193,65781,65781,21018,44763,0,41273,41273,3862,37411,0,0,25848,25534,603,24931,0,94657,87013,7644,83927,242541,203528,5246,198282,48,39013,380099,380099,18654,361445,4516,380099,18654,4516,718420,607275,472195,135080,434916,718420,607275,472195,135080,434916,111145,0,43720,4472,6,4466,39248,8753,3512,189,5241,168063,164091,21983,142108,10121,3972,108098,39204,17338,21866,13413,68894,52324,50719,3548,47171,110,1605,51999,51917,2469,49448,1657877,1581409,43364,4293,1533752,0,115117,43364,0,0,1314394,0,0,0,0,228366,223651,4293,219358,0,4715,0,5,0,135813,636258,202944,49448,153496,40490,433314,0,487860,439448,48412,183962,183649,313,2232015,2232015,0,1924051,1924051,1924051,1924051,432332,141774,290558,432332,1813,430519,143587,143587,1813,141774,0,124368,48193,76175,124368,6546,112282,70279,70279,64014,54089,54089,5821,48193,75,2232015,919726,1312289,2232015,51945,2166470,1260659,1260659,1245619,971356,971356,50505,919726,1125,13089366,9805270,9254240,776464,8477776,3462142,5015634,1817893,2280014,1023,916704,551030,549876,1154,3284096,939303,397888,1946905,4253,287,0,185656,45973,361445,0,3323,0,0,0
