year,id,population,total_revenue,total_rev_own_sources,general_revenue,gen_rev_own_sources,total_taxes,property_tax,tot_sales___gr_rec_tax,total_gen_sales_tax,total_select_sales_tax,alcoholic_beverage_tax,amusement_tax,insurance_premium_tax,motor_fuels_tax,pari_mutuels_tax,public_utility_tax,tobacco_tax,other_select_sales_tax,total_license_taxes,alcoholic_beverage_lic,amusement_license,corporation_license,hunting___fishing_license,motor_vehicle_license,motor_veh_oper_license,motor_vehicle_license_total,public_utility_license,occup_and_bus_lic_nec,other_license_taxes,total_income_taxes,individual_income_tax,corp_net_income_tax,death_and_gift_tax,docum_and_stock_tr_tax,severance_tax,total_ig_revenue,total_fed_ig_revenue,fed_igr_air_transport,fed_igr_education,fed_igr_emp_sec_adm,fed_igr_health___hos,fed_igr_highways,fed_igr_hous_com_dev,fed_igr_natural_res,fed_igr_public_welf,fed_igr_other,tot_local_ig_rev,local_igr_other_education,local_igr_health___hos,local_igr_highways,local_igr_public_welf,local_igr_other,tot_chgs_and_misc_rev,total_general_charges,chg_total_education,chg_total_high_ed,chg_hospitals,chg_regular_highways,chg_toll_highways,chg_housing___comm_dev,chg_total_nat_res,chg_parks___recreation,chg_all_other_nec,misc_general_revenue,prop_sale_other,interest_revenue,fines_and_forfeits,rents_and_royalties,net_lottery_revenue,misc_general_rev_nec,total_insur_trust_rev,total_insur_trust_ctrb,tot_ins_trust_inv_rev,total_emp_ret_rev,emp_ret_total_ctrib,emp_ret_loc_emp_ctrib,emp_ret_from_other_gov,emp_ret_sta_to_sta_ctr,emp_ret_int_rev,total_unemp_rev,unemp_payroll_tax,unemp_int_revenue,unemp_federal_advances,total_expenditure,total_ig_expenditure,direct_expenditure,total_current_expend,total_current_oper,total_capital_outlays,total_construction,total_other_capital_outlays,tot_assist___subsidies,total_interest_on_debt,total_insur_trust_ben,total_salaries___wages,general_expenditure,ig_exp_to_local_govts,ig_exp_to_federal_govt,direct_general_expend,general_current_expend,general_current_oper,general_capital_outlay,general_construction,general_capital_outlay_other,general_assist___sub,general_debt_interest,air_trans_total_expend,air_trans_direct_expend,air_trans_cap_outlay,air_trans_ig_local_govts,correct_total_exp,correct_direct_exp,correct_cap_outlay,correct_current_exp,correct_construct,correct_ig_loc_govts,total_educ_total_exp,total_educ_direct_exp,total_educ_assist___sub,total_educ_cap_outlay,total_educ_current_exp,total_educ_construct,elem_educ_total_exp,elem_educ_ig_local_govts,higher_ed_total_exp,higher_ed_direct_exp,higher_ed_cap_outlay,higher_ed_current_exp,higher_ed_construct,educ_nec_total_expend,educ_nec_direct_expend,educ_nec_assistance,educ_nec_cap_outlay,educ_nec_construction,educ_nec_ig_local_govts,emp_sec_adm_direct_exp,emp_sec_adm_cap_outlay,fin_admin_total_exp,fin_admin_direct_exp,fin_admin_cap_outlay,fin_admin_current_exp,fin_admin_construction,judicial_total_expend,judicial_direct_expend,judicial_cap_outlay,judicial_current_exp,judicial_construction,judicial_ig_local_govts,cen_staff_total_expend,cen_staff_direct_exp,cen_staff_cap_outlay,cen_staff_current_exp,cen_staff_construction,gen_pub_bldg_total_exp,gen_pub_bldg_cap_out,gen_pub_bldg_current_exp,gen_pub_bldg_construct,health_total_expend,health_direct_expend,health_capital_outlay,health_current_exp,health_construction,health_ig_local_govts,total_hospital_total_exp,total_hospital_dir_exp,total_hospital_cap_out,total_hospital_current_exp,total_hospital_construct,own_hospital_total_exp,own_hospital_cap_out,own_hospital_construct,total_highways_tot_exp,total_highways_dir_exp,total_highways_cap_out,total_highways_current_exp,total_highways_construct,regular_hwy_total_exp,regular_hwy_direct_exp,regular_hwy_cap_outlay,regular_hwy_current_exp,regular_hwy_construct,regular_hwy_ig_loc_govts,toll_hwy_total_expend,hous___com_total_exp,hous___com_direct_exp,hous___com_cap_outlay,hous___com_current_exp,hous___com_ig_loc_govts,libraries_total_expend,libraries_direct_exp,libraries_cap_outlay,libraries_ig_local_govts,natural_res_total_exp,natural_res_direct_exp,natural_res_cap_outlay,natural_res_current_exp,natural_res_construct,natural_res_ig_loc_govts,parks___rec_total_exp,parks___rec_direct_exp,parks___rec_cap_outlay,parks___rec_current_exp,parks___rec_construct,parks___rec_ig_loc_govts,police_prot_total_exp,police_prot_direct_exp,police_prot_cap_outlay,police_prot_current_exp,police_prot_construct,police_prot_ig_loc_govts,prot_insp_total_exp,prot_insp_direct_exp,prot_insp_cap_outlay,prot_insp_current_exp,public_welf_total_exp,public_welf_direct_exp,public_welf_cash_asst,public_welf_cap_outlay,public_welf_current_exp,public_welf_construct,welf_categ_total_exp,welf_categ_cash_assist,welf_cash_total_exp,welf_cash_cash_assist,welf_vend_pmts_medical,welf_vend_pmts_nec,welf_ins_total_exp,welf_ins_cap_outlay,welf_ins_construction,welf_nec_total_expend,welf_nec_direct_expend,welf_nec_cap_outlay,welf_nec_current_exp,welf_nec_construction,welf_nec_ig_local_govts,sewerage_total_expend,sw_mgmt_total_expend,sw_mgmt_direct_expend,interest_on_gen_debt,general_nec_total_exp,general_nec_direct_exp,general_nec_cap_outlay,general_nec_current_exp,general_nec_construct,general_nec_ig_loc_govts,total_util_total_exp,emp_ret_total_expend,emp_ret_benefit_paymts,emp_ret_withdrawals,unemp_comp_total_exp,unemp_comp_ben_paymts,unemp_ext___spec_pmts,total_debt_outstanding,total_long_term_debt_out,st_debt_end_of_year,total_beg_ltd_out,beg_ltd_out_all_other,beg_ltd_out_general,beg_ltd_out_other_nec,total_ltd_issued,ltd_iss_private_purp,ltd_iss_all_other,ltd_iss_general,ltd_iss_gen_other_educ,ltd_iss_gen_other_nec,total_ltd_iss_ng,ltd_iss_ng_general,ltd_iss_ng_other_educ,ltd_iss_ng_private_purp,ltd_iss_ng_other_nec,total_ltd_retired,ltd_ret_private_purp,ltd_ret_all_other,ltd_ret_general,ltd_ret_gen_other_educ,ltd_ret_gen_other_nec,total_ltd_ret_ffc,ltd_ret_ffc_general,ltd_ret_ffc_other_nec,total_ltd_ret_ng,ltd_ret_ng_general,ltd_ret_ng_other_educ,ltd_ret_ng_private_purp,ltd_ret_ng_other_nec,total_ltd_out,ltd_out_private_purp,ltd_out_all_other,ltd_out_general,ltd_out_gen_other_educ,ltd_out_gen_other_nec,total_ltd_out_ffc,ltd_out_ffc_general,ltd_out_ffc_other_nec,tot_ltd_out_ng,ltd_out_ng_general,ltd_out_ng_other_educ,ltd_out_ng_private_purp,ltd_out_ng_other_nec,total_cash___securities,insur_trust_cash___sec,emp_retire_cash___sec,emp_retire_cash___dep,emp_retire_total_sec,emp_retire_sec_tot_fed,emp_retire_sec_tot_nong,emp_retire_sec_corp_bds,emp_retire_sec_corp_stk,emp_retire_sec_misc_inv,emp_retire_sec_oth_nong,unemp_comp_cash___sec,unemp_comp_bal_in_us_trs,unemp_comp_other_balance,nonin_trust_cash___sec,sinking_fd_cash___sec,bond_fd_cash___sec,oth_nonin_fd_cash___sec,chg_highways,prop_sale_total,air_trans_current_exp,educ_nec_current_exp,emp_sec_adm_current_exp,own_hospital_current_exp,toll_hwy_current_exp,libraries_current_exp,welf_ins_current_exp,sw_mgmt_current_exp,total_util_current_exp
2010,370000000,3608123,23820301,15687168,19614684,11481551,7082161,0,2975665,1968309,1007356,90066,13908,165579,431151,1319,31899,248472,24962,886872,1192,121596,46198,19969,579380,15916,595296,5,89049,13567,3219624,2224783,216400,23434,11321,743686,8133133,8018259,389,1020393,54098,1280074,990473,126579,62484,3663506,687013,114874,784,2549,32024,3162,75586,4399390,2333506,1700073,1694582,263910,6634,206080,12187,15719,21860,105607,2065884,3893,531156,39042,101292,107807,856749,3714359,1064598,2353852,3235211,903462,338574,497308,0,2331749,183239,161136,22103,0,22927285,4549938,18176381,20314621,11782567,2612664,2316848,295816,407391,513113,2860646,3119210,17630173,974601,61162,17630173,15154239,11451028,2475934,2187010,288924,407391,435174,5301,1822,218,3479,587482,571240,7154,564086,3096,16242,7761989,4247750,297321,918036,3329714,833654,3521347,0,3715025,3714961,912727,2802234,833582,228296,228296,0,5237,72,0,77904,4010,248573,234619,31114,203505,25765,280848,253015,16387,236628,11784,27833,43918,43918,569,43349,3,34058,21229,12829,20726,788653,570081,8379,561702,179,218572,231730,231682,1470,230212,531,0,0,0,1920884,1558522,1285939,272583,1176716,1797534,1435172,1230714,204458,1133076,362362,123350,252626,158788,475,158313,93838,10037,6545,171,3492,247539,207752,18377,189375,2243,39787,93459,86107,13976,72131,9655,7352,175579,173922,11722,162200,709,1657,99692,99234,1772,97462,5327366,5320429,109910,24580,5185939,13947,27760,27760,82150,82150,4373226,15936,114560,1485,0,713734,706797,23095,683702,13947,6937,1081,687,687,435174,521660,431293,108820,322473,86107,71063,551513,1655493,1612307,43186,971697,510142,461555,9963419,9939558,23861,9842485,7675438,0,0,1279137,269992,1009145,0,0,0,0,0,0,0,0,1181685,563604,618081,0,0,0,0,0,0,0,0,0,0,0,9939558,1873436,8066122,0,0,0,0,0,0,0,0,0,0,0,32345773,19618075,18133907,501509,17632398,2721375,14911023,3511474,8679542,807917,1912090,362621,362621,0,12727698,4709640,533074,7484984,212714,3893,1604,223059,73894,0,68125,6374,113075,687,336844
2010,380000000,3735549,28889040,22031322,19186283,12328565,7475135,25092,999939,0,999939,16252,187,72876,403284,3014,75745,239254,189327,1030086,3390,2727,15284,44549,496097,28501,524598,10263,422705,6570,5420018,4945538,353589,98034,10115,12742,6857718,6843589,1939,1569661,78086,281957,526095,119340,78751,3485298,594594,14129,9504,0,0,0,4625,4853430,3024055,1244496,1240900,1274662,8560,0,3790,106868,23185,362494,1829375,4881,354298,84074,69237,614146,316646,9282090,1073401,7620386,7942137,369283,10053,355682,0,7572854,751650,704118,47532,0,27449436,5866206,21063445,25863358,12324121,1586078,1188562,397516,532852,445471,6174923,4324126,20820039,1826228,0,20820039,19246206,12092960,1573833,1188533,385300,532852,445471,4702,4702,6,0,754369,638704,16739,621965,8228,115665,6979195,3299974,236127,525325,2774649,460626,3677335,0,2889688,2889688,524330,2365358,460626,176045,174159,0,995,0,1886,69785,3122,478615,478615,30582,448033,125,291250,291250,2344,288906,279,0,61420,61298,290,61008,0,9751,921,8830,892,459211,329670,1368,328302,0,129541,1477147,1477147,72177,1404970,45010,0,0,0,1759045,1333910,812801,521109,624344,1759045,1333910,812801,521109,624344,425135,0,137476,114064,65,113999,23412,5988,4664,54,1324,415965,398663,24249,374414,2357,17302,80459,67149,9049,58100,4769,13310,170477,169585,15377,154208,0,892,168347,158403,2635,155768,5373919,4777897,347827,4787,4425283,36,219623,168521,128204,128204,3265001,58766,50081,25,0,1652244,1107324,4762,1102562,36,544920,1340,7580,7171,445471,696777,483541,51911,431630,41809,213236,140152,2941261,2915569,25692,2661775,1302138,1359637,13510005,13510005,0,12618820,9853114,0,0,2082678,530155,1552523,0,0,0,0,0,0,0,0,1191493,223940,967553,0,0,0,0,0,0,0,0,0,0,0,13510005,3071921,10438084,0,0,0,0,0,0,0,0,0,0,0,62301831,51500734,46647371,2155996,44491375,2412855,42078520,6750264,5039806,14156951,16131499,766583,766583,0,10801097,3584583,217791,6998723,8560,4881,4696,173164,66663,0,0,4610,50056,7150,128010
2010,390000000,12419930,83282944,61944303,63880033,42541392,30169122,55363,15464898,8029797,7435101,297638,1231127,778175,2020099,17460,1292373,1090892,707337,2546905,16333,182899,538905,70733,800432,60995,861427,61214,796930,18464,12101956,9352287,1648956,728713,347108,0,21338641,21116037,16225,3935826,117578,394528,1929718,48824,113262,13354323,1119493,222604,199854,682,14404,0,7664,12372270,7939424,4672888,4305669,2028178,1611,693827,53821,52030,24103,412930,4432846,11459,1141061,160741,302608,892274,1530211,17891521,3904729,10664789,12270464,1605675,968305,285491,0,10664789,5307669,2299054,0,3008615,88315507,18936684,68079247,80808789,40582165,7506718,6655387,851331,1849102,1736913,16404349,8072449,66629333,8123158,148571,66629333,59131798,39141434,7497535,6655387,842148,1849102,1736913,26823,3332,35,23491,1874225,1820457,72493,1747964,60396,53768,21251446,9406066,940182,804419,8601647,561313,10414844,0,7405551,7405551,790243,6615308,559561,2490869,1060333,0,14176,1752,1430536,138474,1314,1211654,1210030,10321,1199709,0,579349,541967,2965,539002,0,37382,345548,345548,285,345263,0,1109263,962583,146680,910465,1225737,714858,12304,702554,1825,510879,3865380,2887073,139994,2747079,69982,0,0,0,7493880,6738126,5031274,1706852,4683033,6500239,5744485,4379659,1364826,4072827,755754,993641,598437,164638,540,164098,433799,79073,13823,2,65250,692230,645980,91219,554761,48449,46250,251319,207522,57110,150412,46711,43797,878283,821689,16896,804793,837,56594,327906,324757,1446,323311,22051168,20096337,1408271,10652,18677414,2295,815281,438749,592990,469821,17035543,940263,153671,4924,2276,2513420,1058290,5728,1052562,19,1455130,20835,60264,28526,1736913,1647565,1256076,280997,975079,270077,391489,1024273,7318363,7279893,38470,8771897,4509027,4262870,44737622,44231898,505724,41072705,19078690,0,0,9200169,3928393,5271776,0,0,0,0,0,0,0,0,6040976,3739123,2301853,0,0,0,0,0,0,0,0,0,0,0,44231898,22183285,22048613,0,0,0,0,0,0,0,0,0,0,0,114304133,67207725,66776288,4451542,62324746,3101231,59223515,8333573,6551594,23434814,20898759,-1330491,839062,-2169553,47096408,23486855,2424113,21185440,695438,11459,3297,1046157,137160,0,342026,13821,148747,28074,1024273
2010,400000000,1053136,8547053,5983121,6756383,4192451,2568759,2046,1404981,798481,606500,11924,0,62148,123805,1476,95318,137501,174328,93364,109,427,4264,2253,53385,626,54011,0,32097,203,1068368,909674,121668,30131,6895,0,2563932,2519892,10656,323195,28129,229233,248571,10619,14365,1404717,180487,44040,4452,0,0,0,39588,1623692,765541,492292,465196,6878,0,17217,17440,5508,5241,69755,858151,4791,359942,36842,6495,350634,89713,1762973,509296,843890,1136105,292215,97656,120888,0,843890,442554,217081,0,225473,8253205,1202373,6992341,7856198,4339987,397007,352440,44567,126623,429472,1699252,1096055,6833296,1127592,22249,6833296,6459149,4203802,374147,333589,40558,126623,429472,143606,143606,104024,0,174958,174958,699,174259,456,0,1768009,894486,86064,39152,855334,34565,926510,820991,604290,604290,17185,587105,13961,151145,151145,0,20770,20597,0,22497,207,146729,146729,22214,124515,17927,100855,100855,2522,98333,1647,0,47604,47604,184,47420,0,28631,3,28628,1,190318,189851,3865,185986,1283,467,57913,57913,34,57879,0,0,0,0,293947,224805,149053,75752,142194,285459,216317,149053,67264,142194,69142,8488,46237,46237,1,46236,0,10267,1494,6,8773,41543,41536,5957,35579,2720,7,5417,5417,333,5084,326,0,77150,76694,24067,52627,21507,456,15571,15571,479,15092,2280987,2223290,98251,923,2124116,19,98251,40554,0,0,1865462,162048,6168,131,19,149058,149058,792,148266,0,0,34337,34462,33221,429472,190615,187876,17036,170840,12153,2739,159045,826741,816964,9777,707997,343292,364705,9498115,9440814,57301,9139652,3874878,0,0,1040021,525317,514704,0,0,0,0,0,0,0,0,738859,382042,356817,0,0,0,0,0,0,0,0,0,0,0,9440814,5408049,4032765,0,0,0,0,0,0,0,0,0,0,0,15362227,6562502,6588978,13910,6575068,941704,5633364,702459,2844574,241972,1844359,-137563,43955,-181518,8799725,6677874,415594,1706257,17217,4791,39582,130375,22290,0,8488,1488,6037,31142,136185
2010,410000000,4404914,28797998,20864496,21442119,13508617,7242724,9986,3970443,2724641,1245802,148942,36612,144629,521689,0,37304,35257,321369,409053,8405,2203,73852,18142,127950,42546,170496,0,123849,12106,2853242,2673000,148500,73,31669,0,7933502,7499023,1194,1543905,85455,215624,638919,184794,45289,4335883,401206,434479,78459,3426,79494,212335,60765,6265893,4359739,2188537,2172583,1692980,25075,7307,10287,24023,25641,272070,1906154,38509,445987,140168,51991,287656,597672,5666986,1571861,3073660,4366992,1293332,442738,652133,0,3073660,1165191,278529,0,886662,29477120,5377118,23623193,27730509,15944642,1746611,1477833,268778,1049436,705380,4177124,3565618,21683160,2212825,0,21683160,20441415,14743679,1241745,1053931,187814,1049436,471176,8302,5809,216,2493,460351,458970,10592,448378,8788,1381,7775952,4593803,786369,343154,4250649,259773,3383466,0,3215871,3215871,320032,2895839,243520,390246,372390,0,18469,16253,17856,84597,2819,693890,688721,1893,686828,0,105214,84259,1227,83032,0,20955,77135,76169,131,76038,1,34240,5181,29059,5181,1023050,994614,25,994589,0,28436,1435197,1435197,0,1435197,0,0,0,0,1249688,1166242,681834,484408,635161,1249688,1166242,681834,484408,635161,83446,0,200799,200799,434,200365,0,14069,6470,68,7599,224572,213774,24696,189078,12587,10798,102809,88108,15619,72489,14085,14701,173906,156020,10234,145786,5331,17886,148237,146631,599,146032,6148919,6087672,263067,1441,5823164,31,51480,51480,211587,211587,5131636,239345,0,0,0,514871,453624,1441,452183,31,61247,0,1698,0,471176,565715,381309,83966,297343,54819,184406,1940033,2374574,2283576,90998,1631054,745754,885300,15770780,15413129,357651,15077114,10952882,0,0,1790594,240955,1549639,0,0,0,0,0,0,0,0,1454579,345016,1109563,0,0,0,0,0,0,0,0,0,0,0,15413129,4020171,11392958,0,0,0,0,0,0,0,0,0,0,0,33468922,22254815,22805861,3988229,18817632,1806292,17011340,2085987,1618997,1366772,11939584,-766672,59995,-826667,11214107,4730880,628163,5855064,32382,38509,5593,353921,81778,0,0,6402,0,0,1200963
2010,420000000,795689,4584347,2790300,3991107,2197060,1321228,0,1081277,742363,338914,14766,9032,63285,125223,239,3514,67747,55108,200066,695,7680,3911,28236,52822,3611,56433,0,87747,15364,39885,0,31157,143,175,8410,1794047,1766695,31960,322807,25137,110736,328921,34047,36905,708131,130935,27352,11141,6420,9222,0,569,875832,333774,275096,275096,237,245,0,0,9908,675,47613,542058,4213,250235,11471,5771,125222,97694,593240,219771,370177,530718,160698,62922,62059,0,370020,59230,59073,157,0,4521915,737282,3681896,3852062,2362677,669853,623019,46834,82220,126229,440917,899706,3681896,141883,0,3681896,3012043,2362677,669853,623019,46834,82220,126229,0,0,0,0,110189,109117,2594,106523,1130,1072,1303153,707754,30416,147497,560257,133742,595399,0,601110,601110,139302,461808,129463,76228,76228,0,8195,4279,0,22505,302,102889,98916,300,98616,1,45789,45611,1338,44273,6,178,15363,15085,209,14876,17,70116,69199,917,69195,134121,128249,1528,126721,5,5872,63984,63984,5317,58667,3869,0,0,0,531186,491823,388994,102829,378981,531186,491823,388994,102829,378981,39363,0,45279,45279,1720,43559,0,3134,3042,51,92,156994,139490,14213,125277,6102,17504,40474,39771,7580,32191,6746,703,33527,31150,2082,29068,12,2377,28199,19360,172,19188,967487,960929,51804,2869,906256,1798,19874,19874,31930,31930,625085,21186,7285,1824,1798,262127,255569,1045,254524,0,6558,0,0,0,126229,150103,121088,23884,97204,21398,29015,0,358387,329239,29148,79343,57768,21575,3483142,3480990,2152,3625344,842826,0,0,397191,381210,15981,0,0,0,0,0,0,0,0,541545,498675,42870,0,0,0,0,0,0,0,0,0,0,0,3480990,2665053,815937,0,0,0,0,0,0,0,0,0,0,0,11404099,6621398,6604773,379061,6225712,471205,5754507,1056076,2602858,1338375,757198,15755,15755,0,4782701,2780206,21384,1981111,245,4213,0,68033,22203,0,0,2991,5461,0,0
2010,430000000,6149116,29719569,18348178,25517396,14146005,10513788,0,8027796,6130877,1896919,117516,0,555163,824795,0,10328,290438,98679,1167316,1161,296,551412,32362,249577,45118,294695,7372,271796,8222,1318676,172459,901617,81091,124226,2251,11371391,11321262,10236,1840460,87573,291055,846798,272685,49141,7225852,451737,50129,22320,3391,7084,1903,15232,3632217,2184230,1735240,1707942,24903,66,33,8562,14524,31960,366033,1447987,753,297608,29840,114,375733,615733,4202173,1536330,2665843,3406013,748718,253410,493669,0,2657295,796160,787612,8548,0,29965341,6665542,22900768,28340423,16775887,1624918,1394196,230722,908426,242670,3348867,3595113,22900768,6367723,9330,22900768,21275850,16775887,1624918,1394196,230722,908426,242670,69384,51932,24,17452,758842,616457,3376,613081,23,142385,8973778,4145401,521270,348792,3796609,284020,4827216,4538727,3341741,3341741,347499,2994242,284020,283551,282390,0,1293,0,1161,114815,704,283027,278373,1382,276991,0,272394,261149,6873,254276,0,11245,58420,58420,224,58196,0,170164,116013,54151,75316,1129326,1060872,5882,1054990,76,68454,472403,471397,2574,468823,0,0,0,0,1595076,1495412,1095667,399745,1025365,1595076,1495412,1095667,399745,1025365,99664,0,272829,270153,67,270086,2676,17303,16589,382,714,264510,259570,3572,255998,109,4940,94876,87847,5854,81993,34,7029,209416,203459,9093,194366,0,5957,89565,78101,418,77683,9928858,9113522,1125924,4028,7983570,39,864997,126229,260927,260927,7469766,490915,0,0,0,842253,765685,4028,761657,39,76568,0,9684,6213,242670,825013,545135,19913,525222,9043,270548,74718,1571610,1535187,36423,1777257,849994,927263,5835113,5181420,653693,4565164,2585712,0,0,973988,550973,423015,0,0,0,0,0,0,0,0,357732,207746,149986,0,0,0,0,0,0,0,0,0,0,0,5181420,2322679,2858741,0,0,0,0,0,0,0,0,0,0,0,36919854,28017036,27788403,689370,27099033,4363606,22735427,8531772,8811363,0,5392292,228633,228633,0,8902818,3744764,708505,4449549,99,753,51908,281097,114111,0,0,16207,0,6174,74718
2010,440000000,23843432,120506772,79056570,100040740,58590538,39516186,0,31208038,19804177,11403861,812904,37497,1301104,3053538,10245,639831,1465111,4083631,6451744,72159,8261,3827871,96659,1549349,102556,1651905,24947,604609,165333,1856404,0,0,81,0,1856323,41450202,40779780,21508,10286616,209439,1352670,2867784,228434,223022,22409302,2963756,670422,555888,108491,0,4446,1597,19074352,11478982,6504331,6497580,3820946,17069,76663,12358,28828,40689,905686,7595370,29046,2518502,432967,458902,1242028,1888198,20466032,6904610,11449804,16330103,4880741,2509074,1644804,0,11449362,3330843,2023869,442,1306532,121554089,27473803,92200498,114876851,64656657,6677238,5398443,1278795,2197332,1170209,17499062,15638657,92200498,2907541,0,92200498,85523260,64656657,6677238,5398443,1278795,2197332,1170209,111281,11194,91,100087,3691934,3550554,79520,3471034,8672,141380,45546945,21893099,1248491,2188762,19704337,1833329,23922201,0,19195142,19195142,2147196,17047946,1796554,1181111,935736,0,41566,36775,245375,223460,497,978159,978159,19111,959048,25,786572,687636,7217,680419,9,98936,160603,160603,4171,156432,0,83805,36519,47286,36262,2753187,2447603,42238,2405365,25586,305584,4047211,4041870,75682,3966188,51359,0,0,0,5830910,5540962,3598827,1942135,3282375,5762500,5472552,3580276,1892276,3273361,289948,68410,219918,210003,382,209621,9915,36544,24056,848,12488,888625,834010,64551,769459,34730,54615,193603,147828,17494,130334,5687,45775,818673,812671,133144,679527,38032,6002,418305,417746,6236,411510,28807463,28083255,1610520,33790,26438945,22,864058,202379,746462,746462,23764814,557952,0,0,0,2874177,2811648,33790,2777858,22,62529,2880,59185,59131,1170209,3620011,2948151,106709,2841442,78903,671860,10710,9933447,9481373,452074,7294672,3721007,3573665,42033571,33464210,8569361,29053108,20696642,0,0,6715253,1904789,4810464,0,0,0,0,0,0,0,0,2375782,736350,1639432,0,0,0,0,0,0,0,0,0,0,0,33464210,6756341,26707869,0,0,0,0,0,0,0,0,0,0,0,253068306,153896866,151400358,11083989,140316369,27094589,113221780,14295865,47343735,13089187,38492993,-1226346,40093,-1266439,99171440,11676216,1314847,86180377,93732,29046,11103,894170,222963,0,49859,23208,0,57505,10710
2010,450000000,2668925,16167203,11793317,13372821,8998935,5237427,0,2407687,1638906,768781,41260,0,103119,351449,0,28817,58676,185460,389896,1936,0,3581,28418,292359,13806,306165,0,43906,5890,2439844,2104641,245980,61,0,89162,4373886,4369605,33835,954367,20243,169211,503997,43595,48070,2226512,311487,4281,4184,0,0,0,97,3761508,2716447,1383823,1380420,1093980,32201,0,8723,11807,1731,179776,1045061,29691,324195,32024,94729,0,313017,2557760,171960,2144563,2158694,35660,6829,0,0,2123034,157829,136300,21529,0,16506772,3027680,13224706,14581452,8493951,1925320,1716958,208362,640114,255337,1909984,2653421,13050330,288629,0,13050330,11125010,8319575,1925320,1716958,208362,640114,255337,46532,4153,2616,42379,302043,302043,2709,299334,0,0,6124277,3383468,155741,287194,3096274,213276,2739051,0,3072475,3070717,286003,2784714,213276,157010,157010,0,1191,0,0,20898,655,252931,246308,711,245597,0,203569,196235,12833,183402,0,7334,78592,78553,13458,65095,0,269098,228052,41046,209971,395171,345460,3437,342023,52,49711,930644,930644,82912,847732,53656,0,0,0,1595689,1494984,1239858,255126,1221618,1594949,1494244,1239858,254386,1221618,100705,740,108212,102123,244,101879,6089,7690,7690,115,0,166172,164407,11624,152783,3690,1765,43554,41892,3425,38467,637,1662,131464,127917,4058,123859,0,3547,62976,62683,490,62193,2665743,2639340,484373,346,2154621,0,37792,37792,446581,446581,1980032,0,2944,27,0,198394,171991,319,171672,0,26403,5837,96,96,255337,500429,465945,30574,435371,12633,34484,0,947999,942338,5661,802889,463594,339295,6477933,6435980,41953,6232261,2313783,0,0,1877060,599930,1277130,0,0,0,0,0,0,0,0,1665212,1384503,280709,0,0,0,0,0,0,0,0,0,0,0,6435980,3133905,3302075,0,0,0,0,0,0,0,0,0,0,0,25386840,18174709,16262144,807770,15454374,2516038,12938336,1222108,5883989,2411419,3413976,372531,372531,0,7212131,3444469,307058,3460604,32201,29691,1537,155819,20243,0,740,7575,2917,96,0
2010,460000000,620748,6001197,4096290,5330512,3425605,2511387,941894,845336,311140,534196,20552,0,55825,99278,0,12363,70058,276120,106558,381,37,1700,6585,72214,7241,79455,0,16641,1759,617599,489107,85178,14165,24808,0,1904907,1902523,14229,269463,14881,61955,211941,62298,14371,1085437,119778,2384,0,0,2384,0,0,914218,608434,533110,533087,114,43,0,3058,784,7383,63662,305784,5795,140321,15236,244,30663,69448,625912,140315,452940,512213,60443,36027,1576,0,451770,113699,79872,1170,32657,5905290,1518129,4216696,5672759,3161812,232531,206139,26392,169004,154143,499206,735396,4141995,90557,26,4141995,3910034,3087681,231961,205571,26390,169004,154143,18792,18774,594,18,125326,124228,216,124012,4,1098,2300338,872792,96334,46844,825948,39046,1427546,0,713004,713004,46675,666329,39035,63454,63454,0,169,11,0,23015,188,47284,47284,203,47081,0,59323,59323,672,58651,0,0,18018,18018,94,17924,0,5935,88,5847,79,156962,156649,973,155676,0,313,20152,20152,81,20071,0,0,0,0,387389,337990,167525,170465,162532,387389,337990,167525,170465,162532,49399,0,95589,81232,22,81210,14357,3071,3071,9,0,69882,69370,1048,68322,65,512,13037,12932,1419,11513,175,105,74486,70159,5411,64748,0,4327,20260,20260,50,20210,1393654,1393654,72670,2216,1318768,16,38293,38293,34377,34377,1029584,85259,16565,173,15,189576,189576,2043,187533,1,0,9950,11847,11681,154143,131906,131879,4250,127629,3650,27,30718,207560,203727,3833,291646,171689,119957,3492873,3404538,88335,3341214,1498970,0,0,424380,221944,202436,0,0,0,0,0,0,0,0,361056,192680,168376,0,0,0,0,0,0,0,0,0,0,0,3404538,1871508,1533030,0,0,0,0,0,0,0,0,0,0,0,6585601,2785825,2784668,6907,2777761,0,2777761,0,0,1037,2776724,1157,16907,-15750,3799776,2319484,36535,1443757,43,5795,18180,63285,22827,0,0,3062,16392,11665,30148
